config,attribute,ground_truth,predicted,correct,unknown
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,model_number,GV-N166TWF2OC-6GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,MZ-N6E500BW,UNKNOWN,False,True
RAG-partial,model_number,ST6000VN0033,UNKNOWN,False,True
RAG-partial,model_number,GP-GSM2NE3100TNTD,UNKNOWN,False,True
RAG-partial,model_number,TUF-GTX1660S-6G-GAMING,6.0,False,False
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,WDS100T1R0B,UNKNOWN,False,True
RAG-partial,model_number,GV-R56XTWF2OC-6GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,model_number,NED3090019SB-132BA,1725,False,False
RAG-partial,bus_type,PCIe,10496,False,False
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,Serial ATA III,UNKNOWN,False,True
RAG-partial,model_number,AS102P-32G-RGY,UNKNOWN,False,True
RAG-partial,form_factor,"1""",UNKNOWN,False,True
RAG-partial,storage_connection_type,USB Type C,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.1,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,model_number,ASX6000LNP-512GT-C,49.49,False,False
RAG-partial,interface_type,USB 3.0,UNKNOWN,False,True
RAG-partial,form_factor,Portable External,UNKNOWN,False,True
RAG-partial,model_number,WDBYNN0010BYL-WESN,118,False,False
RAG-partial,form_factor,"2,5""",4000.0,False,False
RAG-partial,storage_connection_type,USB 3.0,4000.0,False,False
RAG-partial,model_number,759208-B21,UNKNOWN,False,True
RAG-partial,model_number,TUF-GTX1660-6G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,718037782898,UNKNOWN,False,True
RAG-partial,interface_type,SATA,180,False,False
RAG-partial,form_factor,3.5 col,UNKNOWN,False,True
RAG-partial,storage_connection_type,3.5 col,UNKNOWN,False,True
RAG-partial,model_number,08G-P4-3071-KR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,interface_type,Type-C,106.79,False,False
RAG-partial,form_factor,"2.5""",106.79,False,False
RAG-partial,storage_connection_type,Type-C,106.79,False,False
RAG-partial,model_number,GV-N105TOC-4GL,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,Low Profile,UNKNOWN,False,True
RAG-partial,bus_type,USB 2.0,Metal,False,False
RAG-partial,model_number,WDBYVG0010BBK-WESN,1000,False,False
RAG-partial,model_number,ZT-T20710D-10P,UNKNOWN,False,True
RAG-partial,model_number,ST1200MM0129,UNKNOWN,False,True
RAG-partial,model_number,90YV0DQ2-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SFF",UNKNOWN,False,True
RAG-partial,model_number,CT500P5SSD8,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-partial,interface_type,Type-C,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,GVN166TA-00-G,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,WDS480G2G0A,UNKNOWN,False,True
RAG-partial,model_number,ST2000DM006,UNKNOWN,False,True
RAG-partial,model_number,AUV128-16G-RBE,UNKNOWN,False,True
RAG-partial,model_number,WDBS4B0020BBK-WESN,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,form_factor,PORTABLE,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,bus_type,USB,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,ZT-T16620D-10M,26000.00,False,False
RAG-partial,model_number,832514-b21,UNKNOWN,False,True
RAG-partial,model_number,912-V373-283,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,ROG -STRIX-RTX2060-O6G-EVO-GAMING,UNKNOWN,False,True
RAG-partial,storage_connection_type,2.5-inch SAS,UNKNOWN,False,True
RAG-partial,interface_type,SATA,10TB,False,False
RAG-partial,form_factor,2.5,10TB,False,False
RAG-partial,storage_connection_type,2.5-inch SATA,10TB,False,False
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,model_number,TUF 3-RX5700XT-O8G-GAMING,UNKNOWN,False,True
RAG-partial,model_number,01G-P3-1313-KR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,EVGA,False,False
RAG-partial,form_factor,Low Profile,UNKNOWN,False,True
RAG-partial,form_factor,"2,5",UNKNOWN,False,True
RAG-partial,form_factor,2.5in,UNKNOWN,False,True
RAG-partial,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-partial,model_number,SSDPEKNW010T9X1,UNKNOWN,False,True
RAG-partial,model_number,VCQP400DVI-PB,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,16,False,False
RAG-partial,model_number,2240,UNKNOWN,False,True
RAG-partial,interface_type,USB3.0,UNKNOWN,False,True
RAG-partial,form_factor,2.5,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,interface_type,Micro USB,18.00,False,False
RAG-partial,model_number,MZ-76Q4T0BW,UNKNOWN,False,True
RAG-partial,model_number,11295-05-20G,UNKNOWN,False,True
RAG-partial,model_number,MU-PC1T0T,UNKNOWN,False,True
RAG-partial,interface_type,Type C / A,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,DUAL-RTX2060-O6G-EVO,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,form_factor,"3.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,"3.5"" SATA",UNKNOWN,False,True
RAG-partial,model_number,TUF-RTX3090-24G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,WDS500G1R0A,UNKNOWN,False,True
RAG-partial,interface_type,ATX,UNKNOWN,False,True
RAG-partial,model_number,DTDUO3/16GB,UNKNOWN,False,True
RAG-partial,interface_type,OTG,UNKNOWN,False,True
RAG-partial,model_number,GV-R57XTGAMING OC-8GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,form_factor,2.5-Inch,UNKNOWN,False,True
RAG-partial,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-partial,model_number,DUAL-RTX2070S-O8G-EVO,GDDR6,False,False
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,V375-032R,8.0,False,False
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,781518-B21,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,STEA500400,UNKNOWN,False,True
RAG-partial,interface_type,USB 3.0,UNKNOWN,False,True
RAG-partial,interface_type,USB 3.0,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",4000.0,False,False
RAG-partial,storage_connection_type,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,MU-PC500T,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-partial,interface_type,Type-C,UNKNOWN,False,True
RAG-partial,model_number,ST14000NE0008,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,model_number,861691-B21,UNKNOWN,False,True
RAG-partial,model_number,WDS200T2B0B,UNKNOWN,False,True
RAG-partial,model_number,SDCZ60-064G-B35,UNKNOWN,False,True
RAG-partial,model_number,WD82PURZ,UNKNOWN,False,True
RAG-partial,model_number,ST1800MM0129,UNKNOWN,False,True
RAG-partial,model_number,GV-N1650OC-4GD,UNKNOWN,False,True
RAG-partial,model_number,100-505940,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,ZA250CM1A003,1000.0,False,False
RAG-partial,bus_type,USB 2.0,UNKNOWN,False,True
RAG-partial,bus_type,USB 2.0,UNKNOWN,False,True
RAG-partial,model_number,HDWQ140UZSVA,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,SKC2000M8 / 500G,UNKNOWN,False,True
RAG-partial,model_number,WDS100T1R0A,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,652572-B21,UNKNOWN,False,True
RAG-partial,model_number,SDIX30C-032G-GN6NN,UNKNOWN,False,True
RAG-partial,interface_type,Lightning,UNKNOWN,False,True
RAG-partial,model_number,STEB4000100,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,ST12000NE0008,UNKNOWN,False,True
RAG-partial,interface_type,USB Type-A,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB Type-A,UNKNOWN,False,True
RAG-partial,model_number,SSDSC2KG960G801,UNKNOWN,False,True
RAG-partial,form_factor,"1""",540.0,False,False
RAG-partial,model_number,WDS500G2B0B,UNKNOWN,False,True
RAG-partial,form_factor,"2,5Zoll",UNKNOWN,False,True
RAG-partial,storage_connection_type,2.5-inch SATA,UNKNOWN,False,True
RAG-partial,model_number,90YV0DU0-M0NA00,UNKNOWN,False,True
RAG-partial,model_number,ST8000VX004,UNKNOWN,False,True
RAG-partial,model_number,DTLPG3,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,ST3000LM024,6000.0,False,False
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,STJP1000400,UNKNOWN,False,True
RAG-partial,form_factor,external SSD,UNKNOWN,False,True
RAG-partial,model_number,SSDPEKNW512G8X1,UNKNOWN,False,True
RAG-partial,interface_type,NVMe,UNKNOWN,False,True
RAG-partial,model_number,MU-PA1T0B/WW,540.0,False,False
RAG-partial,model_number,ASX6000LNP-1TT-C,49.49,False,False
RAG-partial,model_number,90YV0AL0-M0NA00,UNKNOWN,False,True
RAG-partial,model_number,WDBYNN0010BWT-WESN,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,model_number,WDBYFT0040BOR-WESN,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,model_number,AUV128-32G-RBE,64.00,False,False
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,form_factor,"1""",540,False,False
RAG-partial,storage_connection_type,USB Type C,540.0,False,False
RAG-partial,model_number,ROG-STRIX-RTX3080-10G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,AXRX 5700XT 8GBD6-3DHR/OC,UNKNOWN,False,True
RAG-partial,model_number,ROG -STRIX-RTX2070S-A8G-GAMING,UNKNOWN,False,True
RAG-partial,model_number,NE51660018J9-165F,GDDR6,False,False
RAG-partial,model_number,GV-N207SWF3OC-8GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,ST16000NM001G,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,ROG-STRIX-RTX3090-O24G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,WDS500G1B0C,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,Full-height,UNKNOWN,False,True
RAG-partial,model_number,PBU120GS25SSDR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,MZ-V7S250BW,UNKNOWN,False,True
RAG-partial,model_number,SUV500MS-480GB,UNKNOWN,False,True
